species_id	count_reads	coverage	relative_abundance	sample	kingdom	phylum	class	order	family	genus	species
Collinsella_aerofaciens_61484	6	0.137328339576	0.00273793701411	XLA_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
Clostridium_citroniae_62210	5	0.119653179191	0.0023855445218	XLA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] citroniae
Bacteroides_acidifaciens_59693	3	0.0784561847517	0.00156419347151	XLA_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens
Lachnospiraceae_bacterium_56833	3	0.0790139064475	0.00157531285794	XLA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium VE202-12
Coprococcus_comes_61587	3	0.0746714456392	0.00148873652405	XLA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes
Finegoldia_magna_61710	2	0.0482402912621	0.000961774382669	XLA_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Enterococcus_gallinarum_52312	1	0.0251914550584	0.000502246058294	XLA_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. HSIEG1
Clostridiales_bacterium_55505	1	0.0242318503441	0.000483114266019	XLA_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-27
Alistipes_onderdonkii_55464	319	7.76142183979	0.158565576936	XLA_064					Rikenellaceae		
Bacteroides_vulgatus_57955	198	4.77546438049	0.0975625703976	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Peptoniphilus_harei_62491	198	4.74502072591	0.0969406075986	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Enterococcus_faecium_56947	187	4.41155449672	0.0901279041905	XLA_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Bacteroides_massiliensis_44749	103	2.63804981452	0.0538952655145	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Escherichia_coli_58110	88	2.10478199719	0.0430006226434	XLA_064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Bacteroides_xylanisolvens_57185	83	1.98110742639	0.0404739554842	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Clostridiales_bacterium_56470	74	2.5113490364	0.0513067730456	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Bacteroides_uniformis_57318	66	1.86624502225	0.038127320582	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Bifidobacterium_bifidum_55065	66	1.5499183242	0.031664777196	XLA_064	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
Burkholderiales_bacterium_56577	65	1.50802240577	0.0308088450467	XLA_064	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 1_1_47
Blautia_producta_56315	61	1.42405618964	0.0290934181856	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Clostridium_sp_60782	45	1.04912597951	0.0214336070958	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. ATCC 29733
Clostridium_symbiosum_54029	33	0.792905733722	0.016199036429	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum
Oscillospiraceae_bacterium_54867	33	0.887793118562	0.0181375823851	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Bacteroides_ovatus_58035	32	0.776506024096	0.0158639909345	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Clostridium_bifermentans_57192	30	0.731198882904	0.0149383676234	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	[Clostridium] bifermentans
Collinsella_sp_62205	27	0.599601025933	0.0122498280046	XLA_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
Clostridium_hathewayi_55515	26	0.619482048264	0.012655996596	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Bacteroides_rodentium_59708	23	0.589312278293	0.0120396292499	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides rodentium
Intestinimonas_butyriciproducens_60001	23	0.570609535305	0.0116575328643	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales		Intestinimonas	Intestinimonas butyriciproducens
Clostridium_scindens_58238	21	0.497094229971	0.0101556177456	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-26
Clostridiales_bacterium_43336	21	0.540326040326	0.0110388421202	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Phascolarctobacterium_sp_59817	19	0.457371225577	0.00934407815407	XLA_064	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp. CAG
Clostridiales_bacterium_52957	16	0.401002506266	0.00819246718854	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
Clostridiales_bacterium_52743	16	0.396343954248	0.00809729313363	XLA_064	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Clostridiales_bacterium_59663	16	0.384257824605	0.00785037392741	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-14
Barnesiella_intestinihominis_62208	15	0.37246509732	0.00760944892112	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella intestinihominis
Lachnospiraceae_bacterium_56275	11	0.259925314465	0.00531026509051	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 9_1_43BFAA
Clostridiales_bacterium_55367	10	0.227249566901	0.00464270070974	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-28
Eggerthella_lenta_56463	9	0.207750166619	0.00424432864345	XLA_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Pseudoflavonifractor_capillosus_61476	7	0.165919729111	0.00338973426707	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales		Pseudoflavonifractor	Pseudoflavonifractor capillosus
Escherichia_fergusonii_56914	6	0.135615786971	0.00277062578824	XLA_064	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Clostridiales_bacterium_55184	6	0.149443230305	0.0030531199723	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-15
Clostridium_citroniae_62210	5	0.116859344894	0.00238743233212	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] citroniae
Finegoldia_magna_61710	3	0.0740291262136	0.00151241246133	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Enterococcus_gallinarum_52312	3	0.0753728335349	0.00153986435494	XLA_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. HSIEG1
Streptococcus_anginosus_58303	3	0.0718954248366	0.00146882101677	XLA_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Streptococcus_anginosus_58223	3	0.0734026745914	0.00149961407658	XLA_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
Bacteroides_acidifaciens_59693	2	0.0473478856902	0.000967315649909	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides acidifaciens
Blautia_producta_61268	2	0.0417032056903	0.000851995034786	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta
Streptococcus_constellatus_57767	2	0.0495294700347	0.00101188534182	XLA_064	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus
Collinsella_aerofaciens_61484	2	0.0477288005378	0.000975097726933	XLA_064	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
Clostridium_bolteae_57158	2	0.0474262579526	0.00096891679249	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] bolteae
Subdoligranulum_sp_62068	1	0.0252143217347	0.000515127711836	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA
Ruminococcus_bromii_62047	1	0.0248756218905	0.000508208085856	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii
Prevotella_bergensis_61881	1	0.0241093216203	0.000492552598116	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bergensis
Ruminococcus_gnavus_57638	1	0.0241517551579	0.000493419513806	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 2_1_58FAA
Eubacterium_hallii_61477	1	0.0212585034014	0.000434310481535	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii
Anaerococcus_sp_58645	1	0.0250861326443	0.000512508813198	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. PH9
Clostridium_clostridioforme_51842	1	0.0244236029699	0.000498973355105	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] clostridioforme
Coprococcus_comes_61587	1	0.0248904818797	0.000508511674916	XLA_064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes
Bacteroidales_bacterium_58650	1	0.0201140487299	0.000410929312595	XLA_064	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			Bacteroidales bacterium ph8
Peptoniphilus_sp_58646	683	16.3201529329	0.21053465254	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis
Enterococcus_faecium_56947	572	13.3634107604	0.172391830686	XLB_001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Clostridiales_bacterium_56470	555	18.7003568879	0.241239966069	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Clostridium_perfringens_56840	324	7.89258574656	0.101816619282	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
Clostridium_bifermentans_57192	201	4.78755236385	0.0617607982955	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	[Clostridium] bifermentans
Collinsella_sp_62205	109	2.44656597321	0.0315614025925	XLB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
Intestinimonas_butyriciproducens_60001	104	2.49275799638	0.0321572929366	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales		Intestinimonas	Intestinimonas butyriciproducens
Clostridiales_bacterium_52743	101	2.48723447712	0.0320860379544	XLB_001	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Finegoldia_magna_61710	60	1.42829692557	0.0184254398953	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Bifidobacterium_bifidum_55065	60	1.38262707793	0.0178362857653	XLB_001	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
Erysipelotrichaceae_bacterium_56596	57	1.29848745931	0.0167508605586	XLB_001	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 21_3
Ruminococcus_gnavus_57638	52	1.19859196245	0.0154621800047	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium 2_1_58FAA
Bifidobacterium_longum_57796	49	1.05579096045	0.0136200061315	XLB_001	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Collinsella_aerofaciens_61484	35	0.816095265533	0.0105278629358	XLB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
Dorea_longicatena_59913	24	0.552903035662	0.00713260770165	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Eggerthella_lenta_56463	19	0.423117204608	0.00545833326576	XLB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Oscillospiraceae_bacterium_54867	8	0.206662283585	0.00266600271742	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1728
Clostridium_clostridioforme_51842	8	0.169206721376	0.00218281522475	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] clostridioforme
Akkermansia_muciniphila_55290	7	0.162214802449	0.0020926174657	XLB_001	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansia muciniphila
Peptoniphilus_sp_58372	6	0.132166566083	0.00170498660044	XLB_001	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus senegalensis
Gordonibacter_pamelaeae_62044	6	0.200879362462	0.00259140137671	XLB_001	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Enterococcus_faecium_56947	111	2.57514393488	0.160884391772	XLB_029	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Bacteroides_fragilis_54507	82	1.93624772313	0.120968786652	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Escherichia_coli_58110	60	1.403355435	0.087675870285	XLB_029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Clostridiales_bacterium_56470	53	1.7948608137	0.112135514608	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Clostridium_symbiosum_54029	47	1.10709426628	0.0691666921028	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum
Parabacteroides_distasonis_56985	36	0.885239253852	0.0553061042528	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Peptoniphilus_harei_62491	33	0.809220503488	0.0505567656819	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
Bacteroides_vulgatus_57955	29	0.699020208206	0.0436719049021	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Alistipes_onderdonkii_55464	22	0.522229051424	0.0326267212352	XLB_029					Rikenellaceae		
Bacteroides_xylanisolvens_57185	21	0.512812782635	0.0320384315259	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Clostridiales_bacterium_43336	20	0.5074002574	0.0317002792314	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-16
Bacteroides_ovatus_58035	18	0.435040160643	0.027179518276	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Enterococcus_gallinarum_52312	16	0.394498186215	0.0246466226158	XLB_029	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. HSIEG1
Finegoldia_magna_61710	10	0.251011326861	0.015682154346	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Finegoldia	Finegoldia magna
Clostridiales_bacterium_52957	9	0.225563909774	0.0140923044876	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
Barnesiella_intestinihominis_62208	8	0.202894120045	0.0126759893516	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Barnesiella intestinihominis
Erysipelotrichaceae_bacterium_56596	8	0.188110281447	0.0117523559778	XLB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium 21_3
Eggerthella_lenta_56463	7	0.166523850328	0.0104037246279	XLB_029	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Collinsella_sp_62205	7	0.157119787214	0.00981619747884	XLB_029	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
Clostridium_hathewayi_61827	5	0.122995231903	0.00768423574601	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Holdemania_filiformis_61753	5	0.10291858679	0.00642992961029	XLB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
Bilophila_wadsworthia_57364	4	0.097998822837	0.00612256301208	XLB_029	Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia
Escherichia_fergusonii_56914	4	0.0881597717546	0.00550785960558	XLB_029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Coprobacillus_sp_47700	4	0.0860215053763	0.00537426952502	XLB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 29_1
Clostridium_sp_61556	4	0.100669757857	0.00628943203649	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 7_2_43FAA
Bifidobacterium_bifidum_55065	4	0.0942634765062	0.0058891939509	XLB_029	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
Clostridiales_bacterium_52743	4	0.0840482026144	0.00525098569209	XLB_029	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. 3_3_56FAA
Gordonibacter_pamelaeae_62044	3	0.0986534762297	0.006163463061	XLB_029	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Gordonibacter	Gordonibacter pamelaeae
Clostridium_bartlettii_61535	2	0.0494706638963	0.00309072342082	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
Bifidobacterium_longum_57796	2	0.0441384180791	0.00275758665379	XLB_029	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
Clostridium_perfringens_56840	2	0.0393304579996	0.0024572051013	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens
Alistipes_finegoldii_56071	2	0.0501200480192	0.00313129426745	XLB_029	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. HGB5
Clostridium_hathewayi_55515	2	0.0490484598784	0.00306434585189	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Escherichia_coli_57907	1	0.0239532432691	0.00149650002942	XLB_029	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp. KTE31
Peptoniphilus_sp_58646	1	0.0251534359594	0.00157148312779	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis
Lachnospiraceae_bacterium_56833	1	0.0263379688158	0.00164548786421	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium VE202-12
Coprococcus_comes_61587	1	0.0248904818797	0.00155505483942	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes
Dorea_longicatena_61473	1	0.0246184145741	0.0015380571942	XLB_029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Enterococcus_hirae_55131	373	8.75498913258	0.198759888016	XLB_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Peptoniphilus_sp_58646	251	6.03370560419	0.136980027279	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus grossensis
Escherichia_coli_58110	157	3.75376732972	0.0852197944272	XLB_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
Bacteroides_vulgatus_57955	142	3.43549704021	0.0779942723686	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Clostridiales_bacterium_56470	93	3.17316202712	0.0720386193079	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium VE202-03
Bacteroides_xylanisolvens_57185	80	1.92523364486	0.0437075612387	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. D1
Dorea_formicigenerans_56346	52	1.21730959446	0.0276359359231	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans
Phascolarctobacterium_sp_59817	49	1.17288336294	0.0266273506845	XLB_036	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium sp. CAG
Parabacteroides_distasonis_56985	48	1.12844687753	0.0256185326576	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp. 31_2
Bacteroides_ovatus_58035	43	1.00983935743	0.0229258488568	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus
Enterococcus_faecium_56947	41	0.967639467937	0.021967807084	XLB_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium
Bacteroides_fragilis_54507	40	0.96964177292	0.022013264355	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
Burkholderiales_bacterium_56577	36	0.838317668281	0.0190318826609	XLB_036	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales			Burkholderiales bacterium 1_1_47
Bifidobacterium_bifidum_55065	35	0.82463726338	0.0187213036636	XLB_036	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
Alistipes_onderdonkii_55464	29	0.722905142389	0.016411733124	XLB_036					Rikenellaceae		
Eggerthella_lenta_56463	27	0.62248881272	0.0141320342988	XLB_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Eggerthella	Eggerthella sp. HGA1
Clostridium_symbiosum_54029	26	0.59407191448	0.0134869004869	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] symbiosum
Collinsella_sp_62205	25	0.535385199962	0.0121545670449	XLB_036	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Collinsella	Collinsella sp. 4_8_47FAA
Escherichia_fergusonii_56914	24	0.537612933904	0.0122051421104	XLB_036	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Clostridium_hathewayi_55515	24	0.546203649205	0.0124001725765	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium] hathewayi
Dorea_longicatena_59913	21	0.495235288339	0.0112430648355	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena
Bacteroides_uniformis_57318	19	0.517919887561	0.0117580612944	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis
Bacteroides_massiliensis_44749	18	0.464334923158	0.0105415501871	XLB_036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
Clostridium_bartlettii_61535	16	0.390917186109	0.00887478613139	XLB_036	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
Enterococcus_avium_44557	16	0.374718716368	0.00850704083978	XLB_036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus avium
Bifidobacterium_longum_57796	15	0.314265536723	0.00713460427424	XLB_036	Bacteria	Actinobacteria	Actinobacteridae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum subsp. infantis
