species_id	count_reads	coverage	relative_abundance	XIC_008
Flavobacterium_sp_60019	0	0.0	0.0	XIC_008
Gamma_proteobacterium_62246	0	0.0	0.0	XIC_008
Mycobacterium_avium_58507	0	0.0	0.0	XIC_008
Hippea_maritima_62267	0	0.0	0.0	XIC_008
Aggregatibacter_aphrophilus_58143	0	0.0	0.0	XIC_008
Reinekea_blandensis_61207	0	0.0	0.0	XIC_008
Burkholderia_phytofirmans_61447	0	0.0	0.0	XIC_008
Tolumonas_auensis_61915	0	0.0	0.0	XIC_008
Eubacterium_limosum_62476	0	0.0	0.0	XIC_008
Vibrio_fortis_61007	0	0.0	0.0	XIC_008
Streptomyces_ruber_33758	0	0.0	0.0	XIC_008
Methyloversatilis_universalis_62706	0	0.0	0.0	XIC_008
Hippea_alviniae_62608	0	0.0	0.0	XIC_008
Bartonella_bovis_58544	0	0.0	0.0	XIC_008
Comamonas_testosteroni_58338	0	0.0	0.0	XIC_008
Basilea_psittacipulmonis_58484	0	0.0	0.0	XIC_008
Methylophilaceae_bacterium_57038	0	0.0	0.0	XIC_008
Hymenobacter_sp_60321	0	0.0	0.0	XIC_008
Acholeplasma_modicum_60413	0	0.0	0.0	XIC_008
Flavobacteria_bacterium_60885	0	0.0	0.0	XIC_008
Ruegeria_pomeroyi_61060	0	0.0	0.0	XIC_008
Rhodopirellula_europaea_57936	0	0.0	0.0	XIC_008
Methylacidiphilum_infernorum_61616	0	0.0	0.0	XIC_008
Erwinia_tracheiphila_58427	0	0.0	0.0	XIC_008
Teredinibacter_turnerae_56939	0	0.0	0.0	XIC_008
Porphyromonadaceae_bacterium_52280	0	0.0	0.0	XIC_008
Bacillus_subtilis_55718	0	0.0	0.0	XIC_008
Burkholderia_nodosa_58740	0	0.0	0.0	XIC_008
Peptoniphilus_rhinitidis_62391	0	0.0	0.0	XIC_008
Paenibacillus_sp_59613	0	0.0	0.0	XIC_008
Nitratireductor_indicus_59646	0	0.0	0.0	XIC_008
Sphingobacterium_sp_60842	0	0.0	0.0	XIC_008
Streptococcus_parasanguinis_62442	0	0.0	0.0	XIC_008
Flavobacterium_antarcticum_58606	0	0.0	0.0	XIC_008
Clostridium_ultunense_52043	0	0.0	0.0	XIC_008
Sphingopyxis_alaskensis_61226	0	0.0	0.0	XIC_008
Mariprofundus_ferrooxydans_56677	0	0.0	0.0	XIC_008
Fluoribacter_dumoffii_52104	0	0.0	0.0	XIC_008
Lactobacillus_otakiensis_59976	0	0.0	0.0	XIC_008
Frankia_sp_61340	0	0.0	0.0	XIC_008
Paracoccus_versutus_61288	0	0.0	0.0	XIC_008
Actinoplanes_sp_60193	0	0.0	0.0	XIC_008
Necropsobacter_rosorum_62489	0	0.0	0.0	XIC_008
Comamonadaceae_bacterium_60823	0	0.0	0.0	XIC_008
Dickeya_sp_60896	0	0.0	0.0	XIC_008
Caulobacter_sp_61342	0	0.0	0.0	XIC_008
Geomicrobium_sp_58004	0	0.0	0.0	XIC_008
Vibrio_fischeri_58199	0	0.0	0.0	XIC_008
Serratia_odorifera_62077	0	0.0	0.0	XIC_008
Streptomyces_virginiae_57925	0	0.0	0.0	XIC_008
Fischerella_thermalis_62650	0	0.0	0.0	XIC_008
Pseudomonas_sp_60708	0	0.0	0.0	XIC_008
Staphylococcus_equorum_54689	0	0.0	0.0	XIC_008
Clostridium_celatum_61754	0	0.0	0.0	XIC_008
Pseudomonas_cremoricolorata_59982	0	0.0	0.0	XIC_008
Sphingobacterium_sp_59627	0	0.0	0.0	XIC_008
Aminomonas_paucivorans_61873	0	0.0	0.0	XIC_008
Kocuria_palustris_56547	0	0.0	0.0	XIC_008
Gordonia_namibiensis_59487	0	0.0	0.0	XIC_008
Alkalibacterium_sp_59634	0	0.0	0.0	XIC_008
Ruegeria_sp_60901	0	0.0	0.0	XIC_008
Ruegeria_sp_60900	0	0.0	0.0	XIC_008
Streptococcus_suis_58133	0	0.0	0.0	XIC_008
Enterococcus_gilvus_44054	0	0.0	0.0	XIC_008
Campylobacter_concisus_59746	0	0.0	0.0	XIC_008
Helicobacter_pylori_51394	0	0.0	0.0	XIC_008
Campylobacter_concisus_59748	0	0.0	0.0	XIC_008
Campylobacter_concisus_59749	0	0.0	0.0	XIC_008
Carnobacterium_inhibens_56670	0	0.0	0.0	XIC_008
Geitlerinema_sp_58340	0	0.0	0.0	XIC_008
Chryseobacterium_sp_44548	0	0.0	0.0	XIC_008
Halomonas_hydrothermalis_59263	0	0.0	0.0	XIC_008
Lactobacillus_hayakitensis_59721	0	0.0	0.0	XIC_008
Pseudomonas_caeni_61697	0	0.0	0.0	XIC_008
Lachnospiraceae_bacterium_59690	0	0.0	0.0	XIC_008
Salegentibacter_sp_59799	0	0.0	0.0	XIC_008
Corynebacterium_humireducens_59600	0	0.0	0.0	XIC_008
Vibrio_cholerae_57327	0	0.0	0.0	XIC_008
Acinetobacter_sp_59499	0	0.0	0.0	XIC_008
Parachlamydiaceae_bacterium_60084	0	0.0	0.0	XIC_008
Microbacterium_yannicii_59416	0	0.0	0.0	XIC_008
Fischerella_sp_59348	0	0.0	0.0	XIC_008
Fischerella_sp_59349	0	0.0	0.0	XIC_008
Streptomyces_sp_59965	0	0.0	0.0	XIC_008
Streptomyces_sp_59964	0	0.0	0.0	XIC_008
Thioalkalivibrio_sp_56293	0	0.0	0.0	XIC_008
Lactobacillus_crispatus_56887	0	0.0	0.0	XIC_008
Ensifer_adhaerens_60480	0	0.0	0.0	XIC_008
Cronobacter_sp_60724	0	0.0	0.0	XIC_008
Cyanobacterium_aponinum_62256	0	0.0	0.0	XIC_008
Oceanimonas_smirnovii_59890	0	0.0	0.0	XIC_008
Staphylococcus_chromogenes_59592	0	0.0	0.0	XIC_008
Streptacidiphilus_melanogenes_61471	0	0.0	0.0	XIC_008
Novosphingobium_nitrogenifigens_62646	0	0.0	0.0	XIC_008
Geminocystis_herdmanii_59185	0	0.0	0.0	XIC_008
Polycyclovorans_algicola_60477	0	0.0	0.0	XIC_008
Bifidobacterium_merycicum_38038	0	0.0	0.0	XIC_008
Microvirga_aerilata_62082	0	0.0	0.0	XIC_008
Comamonas_testosteroni_61121	0	0.0	0.0	XIC_008
Comamonadaceae_bacterium_60618	0	0.0	0.0	XIC_008
Azospirillum_brasilense_58073	0	0.0	0.0	XIC_008
Kocuria_rhizophila_61365	0	0.0	0.0	XIC_008
Clostridium_sulfidigenes_61231	0	0.0	0.0	XIC_008
Saccharopolyspora_erythraea_48523	0	0.0	0.0	XIC_008
Thalassobacter_stenotrophicus_43368	0	0.0	0.0	XIC_008
Clostridium_sp_60707	0	0.0	0.0	XIC_008
Deinococcus_apachensis_58784	0	0.0	0.0	XIC_008
Acetobacter_tropicalis_62242	0	0.0	0.0	XIC_008
Alicyclobacillus_herbarius_58690	0	0.0	0.0	XIC_008
Clostridium_josui_59974	0	0.0	0.0	XIC_008
Borrelia_hispanica_60483	0	0.0	0.0	XIC_008
Aestuariibacter_salexigens_58677	0	0.0	0.0	XIC_008
Gordonia_terrae_46644	0	0.0	0.0	XIC_008
Ochrobactrum_intermedium_57339	0	0.0	0.0	XIC_008
Flavobacterium_saliperosum_60176	0	0.0	0.0	XIC_008
Marinobacterium_jannaschii_58925	0	0.0	0.0	XIC_008
Xanthobacter_autotrophicus_62311	0	0.0	0.0	XIC_008
Accumulibacter_sp_60601	0	0.0	0.0	XIC_008
Accumulibacter_sp_60602	0	0.0	0.0	XIC_008
Accumulibacter_sp_60603	0	0.0	0.0	XIC_008
Accumulibacter_sp_60604	0	0.0	0.0	XIC_008
Mollicutes_bacterium_60853	0	0.0	0.0	XIC_008
Accumulibacter_sp_60606	0	0.0	0.0	XIC_008
Pseudomonas_syringae_58106	0	0.0	0.0	XIC_008
WWE1_bacterium_45113	0	0.0	0.0	XIC_008
Fibrobacter_succinogenes_47270	0	0.0	0.0	XIC_008
Streptomyces_wedmorensis_56899	0	0.0	0.0	XIC_008
Campylobacter_coli_58237	0	0.0	0.0	XIC_008
Nitrospira_defluvii_61267	0	0.0	0.0	XIC_008
Rhodococcus_ruber_58245	0	0.0	0.0	XIC_008
Sulfurimonas_sp_59343	0	0.0	0.0	XIC_008
Leptospira_borgpetersenii_56569	0	0.0	0.0	XIC_008
Cyanothece_sp_62039	0	0.0	0.0	XIC_008
Actinosporangium_sp_60634	0	0.0	0.0	XIC_008
Ponticaulis_koreensis_61774	0	0.0	0.0	XIC_008
Hahella_chejuensis_61306	0	0.0	0.0	XIC_008
Nocardia_cerradoensis_58045	0	0.0	0.0	XIC_008
Methylohalobius_crimeensis_59939	0	0.0	0.0	XIC_008
Vibrio_splendidus_61940	0	0.0	0.0	XIC_008
Calditerrivibrio_nitroreducens_62303	0	0.0	0.0	XIC_008
Clostridiales_bacterium_45941	0	0.0	0.0	XIC_008
Flammeovirga_sp_60300	0	0.0	0.0	XIC_008
Mycobacterium_rhodesiae_62177	0	0.0	0.0	XIC_008
Cryptosporangium_arvum_62530	0	0.0	0.0	XIC_008
Acetobacter_malorum_60951	0	0.0	0.0	XIC_008
Mobilicoccus_pelagius_58529	0	0.0	0.0	XIC_008
Citreicella_sp_62296	0	0.0	0.0	XIC_008
Sphingopyxis_sp_59359	0	0.0	0.0	XIC_008
Pseudomonas_sp_59230	0	0.0	0.0	XIC_008
Pseudaminobacter_salicylatoxidans_59410	0	0.0	0.0	XIC_008
Methylobacter_tundripaludum_58166	0	0.0	0.0	XIC_008
Dongia_sp_60284	0	0.0	0.0	XIC_008
Bilophila_wadsworthia_57364	0	0.0	0.0	XIC_008
Prevotella_melaninogenica_58075	0	0.0	0.0	XIC_008
Methylophaga_lonarensis_59951	0	0.0	0.0	XIC_008
Arcobacter_cibarius_60534	0	0.0	0.0	XIC_008
Chryseobacterium_taiwanense_61336	0	0.0	0.0	XIC_008
Salinispora_pacifica_57915	0	0.0	0.0	XIC_008
Helicobacter_pylori_44545	0	0.0	0.0	XIC_008
Leucobacter_sp_59979	0	0.0	0.0	XIC_008
Helicobacter_pylori_62683	0	0.0	0.0	XIC_008
Helicobacter_pylori_62682	0	0.0	0.0	XIC_008
Helicobacter_pylori_62681	0	0.0	0.0	XIC_008
Helicobacter_pylori_62680	0	0.0	0.0	XIC_008
Mycobacterium_tuberculosis_57439	0	0.0	0.0	XIC_008
Helicobacter_pylori_62684	0	0.0	0.0	XIC_008
Bacillus_akibai_59729	0	0.0	0.0	XIC_008
Acinetobacter_ursingii_57496	0	0.0	0.0	XIC_008
Arthrobacter_sp_58574	0	0.0	0.0	XIC_008
Marine_actinobacterium_61178	0	0.0	0.0	XIC_008
Finegoldia_magna_57293	0	0.0	0.0	XIC_008
Roseivivax_sp_60090	0	0.0	0.0	XIC_008
Psychrobacter_lutiphocae_59016	0	0.0	0.0	XIC_008
Bibersteinia_trehalosi_57640	0	0.0	0.0	XIC_008
Carnobacterium_funditum_60575	0	0.0	0.0	XIC_008
Pseudomonas_sp_59942	0	0.0	0.0	XIC_008
Proteocatella_sphenisci_59007	0	0.0	0.0	XIC_008
Kyrpidia_tusciae_61815	0	0.0	0.0	XIC_008
Porphyrobacter_cryptus_58998	0	0.0	0.0	XIC_008
Citrobacter_amalonaticus_54491	0	0.0	0.0	XIC_008
Chlamydia_psittaci_52935	0	0.0	0.0	XIC_008
Paenibacillus_mucilaginosus_55060	0	0.0	0.0	XIC_008
Borrelia_spielmanii_61649	0	0.0	0.0	XIC_008
Streptococcus_pyogenes_56747	0	0.0	0.0	XIC_008
Pseudonocardia_dioxanivorans_62092	0	0.0	0.0	XIC_008
Nocardiopsis_lucentensis_59771	0	0.0	0.0	XIC_008
Gillisia_sp_62652	0	0.0	0.0	XIC_008
Dehalococcoides_mccartyi_57615	0	0.0	0.0	XIC_008
Salimicrobium_sp_59639	0	0.0	0.0	XIC_008
Bacteroides_sp_38040	0	0.0	0.0	XIC_008
Pseudomonas_mendocina_57420	0	0.0	0.0	XIC_008
Oribacterium_sp_60403	0	0.0	0.0	XIC_008
Thermodesulfobacterium_thermophilum_59109	0	0.0	0.0	XIC_008
Mesotoga_prima_62054	0	0.0	0.0	XIC_008
Enterococcus_faecalis_55915	0	0.0	0.0	XIC_008
Leisingera_sp_60898	0	0.0	0.0	XIC_008
Leisingera_sp_60899	0	0.0	0.0	XIC_008
Leisingera_sp_60897	0	0.0	0.0	XIC_008
Agrobacterium_tumefaciens_61326	0	0.0	0.0	XIC_008
Emticicia_oligotrophica_62538	0	0.0	0.0	XIC_008
Pelagibacter_sp_58309	0	0.0	0.0	XIC_008
Tropheryma_whipplei_53771	0	0.0	0.0	XIC_008
Streptomyces_galbus_61284	0	0.0	0.0	XIC_008
Starkeya_novella_61986	0	0.0	0.0	XIC_008
Thioalkalivibrio_sp_60672	0	0.0	0.0	XIC_008
Chlorobaculum_parvum_61681	0	0.0	0.0	XIC_008
Clostridiales_bacterium_58600	0	0.0	0.0	XIC_008
Gracilibacillus_halophilus_60066	0	0.0	0.0	XIC_008
Streptacidiphilus_anmyonensis_61466	0	0.0	0.0	XIC_008
Lactococcus_garvieae_59650	0	0.0	0.0	XIC_008
Buttiauxella_agrestis_58324	0	0.0	0.0	XIC_008
Deinococcus_peraridilitoris_62590	0	0.0	0.0	XIC_008
Acinetobacter_sp_43453	0	0.0	0.0	XIC_008
Nonlabens_ulvanivorans_56594	0	0.0	0.0	XIC_008
Chromohalobacter_japonicus_61028	0	0.0	0.0	XIC_008
Acetivibrio_cellulolyticus_61669	0	0.0	0.0	XIC_008
Wolbachia_endosymbiont_54269	0	0.0	0.0	XIC_008
Actinomyces_neuii_62451	0	0.0	0.0	XIC_008
Bacteroidetes_bacterium_62594	0	0.0	0.0	XIC_008
Prevotella_sp_61856	0	0.0	0.0	XIC_008
Rhizobium_sp_60753	0	0.0	0.0	XIC_008
Terrisporobacter_sp_60894	0	0.0	0.0	XIC_008
Rhizobium_sp_60754	0	0.0	0.0	XIC_008
Rhizobium_sp_60755	0	0.0	0.0	XIC_008
Amycolatopsis_halophila_61910	0	0.0	0.0	XIC_008
Myroides_injenensis_58332	0	0.0	0.0	XIC_008
Eikenella_corrodens_58486	0	0.0	0.0	XIC_008
Granulicoccus_phenolivorans_58872	0	0.0	0.0	XIC_008
Viridibacillus_arenosi_59621	0	0.0	0.0	XIC_008
Acinetobacter_calcoaceticus_59553	0	0.0	0.0	XIC_008
Epilithonimonas_sp_59668	0	0.0	0.0	XIC_008
Herbaspirillum_seropedicae_62261	0	0.0	0.0	XIC_008
Streptococcus_parasanguinis_58487	0	0.0	0.0	XIC_008
Clostridiaceae_bacterium_60908	0	0.0	0.0	XIC_008
Bacillus_selenatarsenatis_60096	0	0.0	0.0	XIC_008
Campylobacter_sp_59757	0	0.0	0.0	XIC_008
Bacillus_niacini_62369	0	0.0	0.0	XIC_008
Rheinheimera_perlucida_59023	0	0.0	0.0	XIC_008
Staphylococcus_aureus_56630	0	0.0	0.0	XIC_008
Nakamurella_multipartita_61612	0	0.0	0.0	XIC_008
Bradyrhizobium_japonicum_60045	0	0.0	0.0	XIC_008
Prevotella_sp_59946	0	0.0	0.0	XIC_008
Pseudonocardia_asaccharolytica_59012	0	0.0	0.0	XIC_008
Kurthia_sp_60133	0	0.0	0.0	XIC_008
Sphingobium_sp_59212	0	0.0	0.0	XIC_008
Ruminococcus_gauvreauii_59033	0	0.0	0.0	XIC_008
Desulfatirhabdium_butyrativorans_58792	0	0.0	0.0	XIC_008
Bordetella_petrii_62572	0	0.0	0.0	XIC_008
Bordetella_petrii_62571	0	0.0	0.0	XIC_008
Chryseobacterium_daeguense_58752	0	0.0	0.0	XIC_008
Bifidobacterium_pullorum_60518	0	0.0	0.0	XIC_008
Actinomyces_johnsonii_57359	0	0.0	0.0	XIC_008
Streptomyces_sp_52691	0	0.0	0.0	XIC_008
Curtobacterium_sp_62628	0	0.0	0.0	XIC_008
Gamma_proteobacterium_58329	0	0.0	0.0	XIC_008
Thioalkalivibrio_sp_62239	0	0.0	0.0	XIC_008
Methylobacter_luteus_58553	0	0.0	0.0	XIC_008
Marinobacter_lipolyticus_60093	0	0.0	0.0	XIC_008
Corynebacterium_capitovis_58769	0	0.0	0.0	XIC_008
Porphyromonas_catoniae_58136	0	0.0	0.0	XIC_008
Hyphomonas_sp_59485	0	0.0	0.0	XIC_008
Prevotella_sp_59619	0	0.0	0.0	XIC_008
Nocardia_sp_60636	0	0.0	0.0	XIC_008
Thioalkalivibrio_sp_44152	0	0.0	0.0	XIC_008
Leptospira_alstoni_59577	0	0.0	0.0	XIC_008
Paludibacterium_yongneupense_58984	0	0.0	0.0	XIC_008
Parvimonas_micra_57958	0	0.0	0.0	XIC_008
Spiroplasma_chrysopicola_59873	0	0.0	0.0	XIC_008
Aeromonas_schubertii_62036	0	0.0	0.0	XIC_008
Rhodospirillales_bacterium_60287	0	0.0	0.0	XIC_008
Scytonema_hofmanni_60675	0	0.0	0.0	XIC_008
Mycobacterium_sp_56261	0	0.0	0.0	XIC_008
Streptococcus_oralis_59303	0	0.0	0.0	XIC_008
Legionella_shakespearei_58910	0	0.0	0.0	XIC_008
Acidocella_facilis_57188	0	0.0	0.0	XIC_008
Deinococcus_misasensis_58788	0	0.0	0.0	XIC_008
Leisingera_methylohalidivorans_62704	0	0.0	0.0	XIC_008
Mastigocoleus_testarum_61352	0	0.0	0.0	XIC_008
Marinomonas_sp_61203	0	0.0	0.0	XIC_008
Exiguobacterium_marinum_60363	0	0.0	0.0	XIC_008
Nonlabens_sediminis_61236	0	0.0	0.0	XIC_008
Chlamydophila_pneumoniae_54194	0	0.0	0.0	XIC_008
Ruania_albidiflava_59028	0	0.0	0.0	XIC_008
Virgibacillus_sp_61463	0	0.0	0.0	XIC_008
Brevibacillus_agri_54300	0	0.0	0.0	XIC_008
Rubrivivax_gelatinosus_62645	0	0.0	0.0	XIC_008
Rhodococcus_fascians_57101	0	0.0	0.0	XIC_008
Granulicella_mallensis_62118	0	0.0	0.0	XIC_008
Thioalkalimicrobium_cyclicum_62197	0	0.0	0.0	XIC_008
Mycobacterium_mageritense_59501	0	0.0	0.0	XIC_008
Marmoricola_aequoreus_61438	0	0.0	0.0	XIC_008
Gamma_proteobacterium_59327	0	0.0	0.0	XIC_008
Desulfovibrio_longus_58817	0	0.0	0.0	XIC_008
Nitrosococcus_halophilus_61599	0	0.0	0.0	XIC_008
Weeksella_virosa_62366	0	0.0	0.0	XIC_008
Prochlorococcus_marinus_47596	0	0.0	0.0	XIC_008
Acetobacterium_dehalogenans_58472	0	0.0	0.0	XIC_008
Thermobaculum_terrenum_61722	0	0.0	0.0	XIC_008
Streptomyces_sp_61316	0	0.0	0.0	XIC_008
Clostridium_straminisolvens_59990	0	0.0	0.0	XIC_008
Bacillus_coagulans_56287	0	0.0	0.0	XIC_008
Desulfovibrio_gigas_44737	0	0.0	0.0	XIC_008
Coraliomargarita_akajimensis_61869	0	0.0	0.0	XIC_008
Asticcacaulis_biprosthecum_62188	0	0.0	0.0	XIC_008
Thioalkalivibrio_sulfidophilus_61437	0	0.0	0.0	XIC_008
Porphyromonas_crevioricanis_52672	0	0.0	0.0	XIC_008
Pseudomonas_corrugata_60087	0	0.0	0.0	XIC_008
Halothermothrix_orenii_61355	0	0.0	0.0	XIC_008
Pseudomonas_fluorescens_60997	0	0.0	0.0	XIC_008
Chlorobium_limicola_61129	0	0.0	0.0	XIC_008
Dictyoglomus_turgidum_61679	0	0.0	0.0	XIC_008
Bacillus_thermoamylovorans_61325	0	0.0	0.0	XIC_008
Microbacterium_sp_60186	0	0.0	0.0	XIC_008
Raphidiopsis_brookii_61739	0	0.0	0.0	XIC_008
Micromonospora_aurantiaca_58255	0	0.0	0.0	XIC_008
Cupriavidus_necator_59551	0	0.0	0.0	XIC_008
Cycloclasticus_pugetii_55016	0	0.0	0.0	XIC_008
Alpha_proteobacterium_61272	0	0.0	0.0	XIC_008
Lactobacillus_curieae_59201	0	0.0	0.0	XIC_008
Phaeobacter_gallaeciensis_57642	0	0.0	0.0	XIC_008
Bartonella_birtlesii_51815	0	0.0	0.0	XIC_008
Streptomyces_sp_55166	0	0.0	0.0	XIC_008
Streptococcus_lutetiensis_58501	0	0.0	0.0	XIC_008
Streptococcus_mitis_58304	0	0.0	0.0	XIC_008
Comamonas_testosteroni_57821	0	0.0	0.0	XIC_008
Prevotella_marshii_50397	0	0.0	0.0	XIC_008
Arthrobacter_sp_59181	0	0.0	0.0	XIC_008
Tenacibaculum_maritimum_60216	0	0.0	0.0	XIC_008
Sodalis_glossinidius_61296	0	0.0	0.0	XIC_008
Streptomyces_novaecaesareae_33739	0	0.0	0.0	XIC_008
Rhizobium_sp_61618	0	0.0	0.0	XIC_008
Gordonia_rubripertincta_58506	0	0.0	0.0	XIC_008
Geobacillus_sp_60191	0	0.0	0.0	XIC_008
Sporocytophaga_myxococcoides_62522	0	0.0	0.0	XIC_008
Novosphingobium_subterraneum_61634	0	0.0	0.0	XIC_008
